F/C EXP;F/C IC;F/C LS/HS;F/C FSP;F/C FSV;F/C FT;F/C CD;F/C TRAIN;F/C RAW;F/C ST;F ST;SDRV SD;SDRV[14:9];SDRV[8:0];TTM;SPV XYV;SPV XYW;SPV SI;SPV SDX;SPV SDY ;CDD;STM;STATE RDY;STATE DRV;STATE FYV;STATE FXV;STATE FYW;STATE FXW;STATE FI;STATE ST;TEMP0;TEMP1;SUNX;SUNY;SUNX1;SUNY1;SUNX2;SUNY2;SUNVX;SUNVY;SUNI;ECC_ERR;CDS;RADDR;EADDR
19;7;0;1;0;1;0;0;1;0;0;1;37;251;50738;2;1;2;15;8;31789;2151482783;0;1;0;0;1;0;0;0;211;251;34601;43158;575;6057;4252;34459;57109;11531;63253;25852;1149;30178;0
18;0;1;1;0;1;0;0;1;0;1;1;37;148;20869;7;3;1;0;12;62886;1005597337;0;0;0;0;1;1;1;2;133;33;33131;1459;8411;58789;36911;62665;15146;64713;34989;111;64184;45223;0
17;1;1;1;0;1;0;0;1;0;0;0;37;239;64956;7;0;1;1;15;43002;271916260;1;0;1;0;1;0;0;1;18;95;53557;55089;38406;34501;59916;18787;8200;6891;33519;24855;48372;19804;0
16;2;1;1;0;1;0;0;1;0;0;1;37;180;21504;5;3;0;11;7;38414;3374728086;0;1;1;0;0;1;1;6;60;253;9446;61674;39802;976;14600;32717;42506;33487;63345;35977;34865;36027;0
15;3;1;1;0;1;0;0;1;0;1;1;37;135;65495;3;0;0;9;7;4851;295980157;0;0;1;0;0;1;0;7;95;125;628;44136;38936;45862;6637;18599;43661;52723;48514;56990;19612;64778;0
14;4;1;1;0;1;0;0;1;0;1;0;37;68;53980;1;1;3;14;14;61743;2557149382;1;1;0;0;1;0;1;4;204;127;24330;3658;11500;18593;30383;12071;47098;10501;64833;13416;56188;4020;0
13;5;1;1;0;1;0;0;1;0;0;1;37;97;57731;6;3;2;0;4;38198;3217317010;1;0;0;0;1;1;0;1;132;140;53589;9262;22220;31876;2156;41845;541;280;2977;3500;20672;46407;0
12;6;1;1;0;1;0;0;1;0;0;1;37;228;52571;1;3;1;0;4;47464;2388324539;1;0;1;0;0;1;1;0;254;37;55732;38650;51465;10495;42455;60848;16404;33283;59934;24812;23400;42234;0
11;7;1;1;0;1;0;0;1;0;1;1;37;146;19414;2;0;0;8;3;29293;542671803;0;1;1;0;1;0;1;5;251;32;5625;55673;48151;1791;456;2688;28109;36973;34230;16905;57394;40848;0
10;0;0;0;1;1;0;0;1;0;0;1;38;140;46464;1;0;0;14;12;27747;4198972229;1;1;0;0;0;1;1;0;183;68;19891;57652;24576;8499;48887;63056;63643;17309;48454;25903;245;33211;0
9;1;0;0;1;1;0;0;1;0;0;0;38;93;40429;0;1;0;12;8;64341;4066657;0;1;1;0;0;0;1;3;90;128;36862;57689;50635;39861;3493;48984;59438;9493;31149;6169;61156;60012;0
8;2;0;0;1;1;0;0;1;0;1;1;38;155;34591;5;0;0;14;3;24375;268353542;1;0;0;0;0;0;1;1;221;159;8581;52695;58456;31026;56031;5478;33771;31723;43360;23174;5975;164;0
7;3;0;0;1;1;0;0;1;0;0;0;38;90;48520;2;0;0;15;0;2627;2792800308;1;0;0;1;0;0;1;3;2;172;24546;677;1886;34918;37628;64725;50282;34457;21591;30950;943;36021;0
6;4;0;0;1;1;0;0;1;0;1;0;38;68;31521;2;0;0;15;11;44615;3939122070;1;0;1;0;1;0;0;7;144;189;42715;54411;54205;58299;56387;60716;43658;695;21680;55527;55523;15766;0
5;5;0;0;1;1;0;0;1;0;1;0;38;182;19251;4;3;3;0;0;63702;1222013784;1;1;1;1;1;1;1;0;151;133;34912;42280;28903;18914;32771;5946;19055;63216;20870;45798;27679;28310;0
4;6;0;0;1;1;0;0;1;0;1;1;38;226;45344;3;0;2;5;0;30300;4182554885;0;1;0;1;1;1;0;1;33;201;43508;39235;195;47532;50294;61553;51194;49175;10999;10055;33229;34363;0
3;7;0;0;1;1;0;0;1;0;1;0;38;99;12542;3;0;2;6;1;8894;2342907443;0;1;1;1;1;0;1;2;82;84;50;53293;50022;51521;38759;10588;47943;46966;34444;3085;57339;47783;0
2;0;1;0;1;1;0;0;1;0;0;0;38;196;40203;1;3;3;14;14;63576;2808463371;1;0;0;1;0;1;0;3;42;108;11623;5972;6621;50789;799;43701;26727;53949;27480;49092;57618;40971;0
1;1;1;0;1;1;0;0;1;0;0;1;38;154;40351;0;2;1;12;13;3347;3872884165;0;1;1;0;0;1;1;3;97;112;29669;24539;36673;47947;55231;44238;5861;26727;51498;8200;24267;48526;0
0;2;1;0;1;1;0;0;1;0;1;1;38;18;52951;6;2;3;9;10;55929;1092213401;0;1;1;0;0;0;0;5;229;249;43788;61715;37862;54601;55174;31596;62;1697;270;63388;12611;22236;0
31;2;1;0;1;1;0;0;1;0;0;0;38;221;18061;4;1;1;13;6;19256;1333148637;1;0;0;0;0;1;1;6;90;135;49214;2441;37252;294;21656;36712;5523;14696;49902;7479;12205;56810;0
30;3;1;0;1;1;0;0;1;0;0;1;38;24;64730;2;0;2;14;9;46122;1007541712;1;0;1;0;1;0;1;5;1;119;0;4828;12291;58387;9913;45220;63355;46717;55624;61617;41788;60485;0
29;4;1;0;1;1;0;0;1;0;1;1;38;0;60044;0;2;0;10;13;32585;1216518686;1;0;0;0;0;0;0;3;232;32;41996;19406;7932;15744;21848;18319;23670;1034;64070;16153;16517;1474;0
28;5;1;0;1;1;0;0;1;0;0;0;38;253;8751;7;3;0;1;3;56662;3864129725;0;1;0;1;0;1;1;1;211;56;35259;37040;31753;23295;51282;9647;31141;63856;32772;22969;23445;49605;0
27;6;1;0;1;1;0;0;1;0;0;0;38;170;23590;5;0;1;0;0;26313;309064213;1;0;0;0;0;1;0;5;12;135;42978;21627;63441;31138;797;63176;62694;49600;1470;32506;29548;5754;0
26;7;1;0;1;1;0;0;1;0;1;0;38;254;31360;0;1;0;2;14;13651;354760375;0;0;0;0;1;0;0;7;251;7;7760;1525;32128;12720;29317;63597;54158;12682;39617;17392;7744;1156;0
25;0;0;1;1;1;0;0;1;0;1;0;39;11;0;1;0;0;0;0;0;16390;0;0;0;0;0;0;0;0;233;96;65407;5;57088;198;10240;5591;12283;0;0;14080;315;0;0
24;1;0;1;1;1;0;0;1;0;0;0;39;0;0;4;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;2;0;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22;3;0;1;1;1;0;0;1;0;0;0;39;0;115;7;1;2;7;0;12129;1966080;0;0;0;0;0;0;0;0;0;0;0;1024;1110;0;0;0;57344;12932;0;0;0;0;0
21;4;0;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6016;77;0;43936;45;0;0;0
20;5;0;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;6;0;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32536;6;5344;0
18;7;0;1;1;1;0;0;1;0;1;0;39;0;18794;1;1;3;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;1;1;1;1;0;0;1;0;0;0;39;27;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;24;113;31936;877;0;0;0;0;8128;22;0;0;0;0;0
16;1;1;1;1;1;0;0;1;0;1;0;39;30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60288;1;50176;32572;39;0;0;0;0;0
15;2;1;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;3;1;1;1;1;0;0;1;0;0;0;39;0;0;0;0;0;0;0;49180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40474;9216;33324;28284;11425;58286;1055;0
13;4;1;1;1;1;0;0;1;0;0;1;39;45;1052;6;0;0;2;12;50346;1624769605;0;0;0;0;0;1;0;3;144;224;43241;50499;2538;47698;63909;24859;53478;43771;60818;35677;23145;42458;0
12;5;1;1;1;1;0;0;1;0;0;1;39;212;64844;0;3;3;1;4;25102;673329433;0;0;1;1;0;1;0;5;9;115;14213;15213;38342;16603;63208;9327;60791;6522;49920;24372;34133;2011;0
10;7;1;1;1;1;0;0;1;0;0;1;39;72;48209;7;1;2;14;6;18614;3226550529;1;1;1;0;0;0;0;4;57;133;8494;61980;23004;51426;54196;48632;23614;47223;30495;15286;8353;48745;0
9;0;0;0;0;0;1;0;1;0;0;1;40;157;16284;0;0;1;0;5;49181;2252634748;0;1;1;0;0;1;0;3;248;68;64957;13503;21871;43719;55596;36947;56978;33827;59846;5724;33850;17353;0
26;6;1;0;0;0;1;0;1;0;0;1;40;132;46649;7;1;2;0;3;64705;1312282474;1;0;1;0;0;0;1;3;117;123;23879;4698;45682;44300;37867;14938;51988;47864;25855;43824;9471;55306;0
25;7;1;0;0;0;1;0;1;0;1;0;40;19;59884;7;0;0;14;9;38106;4171999708;0;0;1;1;1;0;0;1;149;167;53550;10698;46355;6385;1952;64786;62984;15004;40728;46212;6126;23674;0
24;0;0;1;0;0;1;0;1;0;0;1;41;250;11938;4;1;0;8;9;51606;1514670466;0;0;0;1;0;1;0;3;16;213;18;22102;32830;13405;21443;6717;23634;19847;39438;56421;53099;16081;0
23;1;0;1;0;0;1;0;1;0;1;0;41;81;55437;3;3;0;8;1;12182;3535567571;0;0;0;1;1;0;1;5;76;173;9843;38388;59502;1620;7554;59998;40125;33323;47887;38325;11883;14291;0
22;2;0;1;0;0;1;0;1;0;0;1;41;199;7983;7;2;2;15;4;58994;1210649257;0;1;1;1;0;1;0;7;214;194;50011;18082;50204;21060;26784;47395;41235;62876;52256;38718;15152;11747;0
21;3;0;1;0;0;1;0;1;0;0;0;41;124;32930;5;3;2;15;4;45814;2664519727;0;1;0;1;1;1;0;5;38;70;30920;51388;62817;61694;19135;47864;60275;58631;6394;9643;33737;9984;0
20;4;0;1;0;0;1;0;1;0;1;1;41;75;41519;0;0;1;1;3;62038;3862689864;1;0;0;1;1;1;0;4;101;25;38626;48375;21795;14169;45229;12748;58551;56980;33900;15407;21763;7335;0
19;5;0;1;0;0;1;0;1;0;1;0;41;121;43852;6;0;0;0;6;64283;2669116555;1;1;0;0;0;1;0;3;155;169;34409;5153;18274;51250;56108;10560;12905;58321;2049;37652;17829;47151;0
18;6;0;1;0;0;1;0;1;0;0;0;41;249;13134;7;0;0;2;10;13065;4032309652;1;1;1;1;1;0;0;1;182;41;37148;9212;20737;50240;34887;48993;3529;688;46400;11466;10005;55852;0
17;7;0;1;0;0;1;0;1;0;1;0;41;196;56396;7;3;0;15;5;7514;3477788134;1;1;0;0;0;1;0;1;41;60;11655;46956;47900;58314;36414;1680;30827;30593;31722;59833;48126;58728;0
16;0;1;1;0;0;1;0;1;0;1;1;41;165;36520;7;2;1;2;9;23969;15840230;0;0;1;1;0;1;1;0;247;118;50122;9952;37895;24116;6248;1319;64518;29927;18577;1160;4540;62954;0
15;1;1;1;0;0;1;0;1;0;1;0;41;171;61679;6;3;3;13;13;18181;1638732482;1;0;0;1;1;0;1;2;22;39;34855;28702;41180;36631;5714;64486;55365;1898;58946;38497;64297;50514;0
14;2;1;1;0;0;1;0;1;0;1;0;41;15;43001;6;3;0;5;4;29403;1696237164;1;0;1;1;1;0;1;2;134;35;2638;22945;36105;58589;14825;52562;18977;57703;65098;9210;41191;30545;0
13;3;1;1;0;0;1;0;1;0;0;1;41;82;6108;7;2;2;12;5;34175;3220503014;1;0;1;1;1;1;1;7;178;87;42693;10855;8462;65188;56561;20336;23264;21214;36229;16685;1359;8421;0
12;4;1;1;0;0;1;0;1;0;0;1;41;40;25360;2;1;0;12;1;45663;3833837931;0;1;1;0;1;0;1;6;139;18;36924;50949;33167;15598;53932;58196;58521;20703;53673;3165;33278;33202;0
11;5;1;1;0;0;1;0;1;0;1;0;41;56;11640;6;2;1;12;5;58642;3496167980;1;1;0;0;0;1;1;6;245;22;45189;30617;21079;14435;21698;23435;35346;23927;61103;39164;60165;53483;0
10;6;1;1;0;0;1;0;1;0;0;1;41;184;3442;0;3;2;1;15;57140;3385553804;1;0;1;0;0;0;1;0;99;114;38531;51817;53136;18622;8946;20720;62731;8286;4981;18828;62123;23129;0
8;0;0;0;1;0;1;0;1;0;0;0;42;143;16555;1;0;0;10;3;16156;1903197405;0;0;0;1;1;1;1;4;151;251;48793;6763;52857;58312;37962;13306;35629;48797;8486;33680;47564;12502;0
7;1;0;0;1;0;1;0;1;0;0;1;42;146;23200;7;0;1;14;9;823;3884414515;0;1;1;0;1;0;0;4;232;16;21885;40726;13781;61504;47184;42322;15854;42740;60391;10248;38948;48991;0
6;2;0;0;1;0;1;0;1;0;0;1;42;130;20197;4;0;3;14;9;52714;1185996299;1;0;1;1;0;1;1;1;39;79;52373;60598;449;3402;9108;16790;5132;55970;15980;39675;17156;15199;0
5;3;0;0;1;0;1;0;1;0;1;1;42;133;43077;7;3;1;7;3;56018;1889511810;0;1;0;0;0;1;0;0;195;215;22485;60593;28464;29994;63198;59233;35269;47626;2933;53524;24801;14224;0
4;4;0;0;1;0;1;0;1;0;0;0;42;78;52179;2;0;0;4;4;36409;19554209;1;1;1;1;0;1;1;7;80;209;49294;16834;15683;12436;4706;22934;8865;5879;20338;13505;16853;47564;0
3;5;0;0;1;0;1;0;1;0;0;1;42;60;64185;3;2;2;9;7;50808;1202604308;0;1;1;1;1;0;0;1;54;80;36888;24818;57355;1805;14358;40022;58846;20443;28547;58084;28775;23425;0
2;6;0;0;1;0;1;0;1;0;1;0;42;4;52007;7;1;3;8;4;14993;3159263665;0;1;0;0;0;1;1;1;206;201;49035;14437;8293;22617;16535;23319;3607;13544;4359;49562;65196;21902;0
1;7;0;0;1;0;1;0;1;0;1;1;42;172;54041;2;1;2;8;8;22246;3220473317;0;1;0;1;1;1;0;2;195;240;5964;59920;23041;64579;10140;34302;27782;39318;25635;9592;58739;56558;0
0;0;1;0;1;0;1;0;1;0;0;1;42;23;6336;3;1;1;9;11;20011;3537627841;1;0;0;1;0;0;0;6;96;116;58655;51133;21422;32045;18636;10949;39366;25902;5110;52733;9409;47335;0
30;1;1;0;1;0;1;0;1;0;1;0;42;170;1015;5;0;1;8;14;52122;96244082;1;0;1;1;0;0;0;3;230;107;41571;16314;22955;6339;34364;52566;27493;63131;32171;58647;33028;40405;0
29;2;1;0;1;0;1;0;1;0;1;0;42;161;26811;1;0;1;12;7;8361;201489029;0;1;1;0;1;1;0;6;108;65;1034;25591;23499;28198;5507;3576;23187;2809;36703;44184;65201;4674;0
21;2;0;1;1;0;1;0;1;0;1;1;43;128;47134;3;0;1;12;14;39917;687930869;1;0;0;0;1;1;1;0;146;22;63963;13451;28836;4969;5578;14794;29;0;0;0;0;0;0
20;3;0;1;1;0;1;0;1;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9828;4;0;0;0
19;4;0;1;1;0;1;0;1;0;0;0;43;0;0;6;1;1;12;11;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;5;0;1;1;0;1;0;1;0;0;0;43;16;0;0;0;0;0;0;6366;2490368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;6;0;1;1;0;1;0;1;0;0;0;43;0;0;0;0;0;0;0;0;59520;0;0;0;0;0;0;1;0;211;199;40451;897;0;0;0;0;0;0;0;0;0;0;0
16;7;0;1;1;0;1;0;1;0;0;0;43;0;0;0;0;0;0;0;3140;0;0;0;0;0;0;0;0;0;0;0;0;2048;2777;0;0;0;0;0;24648;49547;2276;63229;0
15;0;1;1;1;0;1;0;1;0;0;0;43;0;0;0;0;0;0;0;1845;65536;0;0;0;0;0;0;0;0;0;0;0;22784;404;54336;11151;4;0;0;0;0;0;0;0
14;1;1;1;1;0;1;0;1;0;0;0;43;84;0;0;0;0;0;0;0;1140851178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;2;1;1;1;0;1;0;1;0;0;0;43;0;0;0;0;0;0;0;133;15925248;0;0;0;0;0;0;0;0;160;58;1;0;0;0;0;0;0;0;0;0;0;0;0
12;3;1;1;1;0;1;0;1;0;0;0;43;124;4;4;1;1;11;0;4;3490803030;1;1;1;1;1;1;0;0;64;163;50307;54879;54272;54919;55834;21454;19256;56890;25536;24158;50429;24136;0
11;4;1;1;1;0;1;0;1;0;0;0;43;178;62558;1;3;3;3;14;57071;3519517264;1;0;0;1;1;1;1;4;250;90;9397;54916;16394;6120;39890;34482;49258;54729;28422;34998;25901;12168;0
10;5;1;1;1;0;1;0;1;0;1;0;43;96;15742;7;3;0;8;5;31505;3305891341;1;1;1;0;1;0;0;6;71;52;32810;44682;23874;36566;9096;60259;48238;14137;28430;23629;6101;62297;0
9;6;1;1;1;0;1;0;1;0;1;1;43;89;58775;3;0;1;7;5;6170;1562602241;0;0;1;1;1;0;1;4;16;229;35347;36051;10129;53275;44930;50979;43137;24416;44549;12904;45551;43535;0
8;7;1;1;1;0;1;0;1;0;1;0;43;186;55827;3;3;0;15;0;47945;2171756114;1;0;0;1;0;0;1;4;154;33;16357;12008;30889;4467;34460;59482;49386;32321;46820;43214;8524;56426;0
7;0;0;0;0;1;1;0;1;0;0;0;44;225;43747;6;2;0;6;12;13688;2887605117;0;0;1;1;0;0;0;2;214;243;22366;48752;36513;25740;21235;61354;37442;40664;9094;5820;13380;18829;0
6;1;0;0;0;1;1;0;1;0;0;1;44;209;12616;5;2;1;11;7;55148;1375506398;1;1;1;1;0;0;0;4;198;110;58556;37218;3979;14756;6479;6174;61863;15411;30482;44599;44450;57235;0
5;2;0;0;0;1;1;0;1;0;1;0;44;180;35575;5;3;2;15;6;47920;2685421658;0;1;1;0;1;1;0;6;65;222;30773;61230;13522;43672;64244;9009;33278;15390;35184;51157;6003;60059;0
4;3;0;0;0;1;1;0;1;0;1;0;44;27;36493;1;0;3;11;7;41521;1766254705;1;0;1;1;0;1;0;4;25;171;20150;51721;25278;39052;52451;64959;44772;60893;5629;57572;48685;43496;0
3;4;0;0;0;1;1;0;1;0;0;1;44;103;43890;5;2;0;6;6;54841;3544022322;1;1;1;0;0;0;1;5;195;22;30361;52287;28785;31063;62424;11580;693;53982;39284;52821;50952;49182;0
2;5;0;0;0;1;1;0;1;0;1;0;44;148;5638;6;0;0;13;6;15684;640013604;0;0;1;1;0;0;0;6;220;99;51226;41314;1103;47413;61568;23566;24347;39278;42292;18149;42075;41673;0
1;6;0;0;0;1;1;0;1;0;1;0;44;83;18036;0;2;1;10;1;19764;2829750279;0;1;1;1;0;1;1;3;184;128;12450;55201;59669;14686;10993;26473;43137;46070;57649;30675;22257;61109;0
0;7;0;0;0;1;1;0;1;0;0;0;44;193;23385;1;1;1;3;13;47243;792626280;1;0;0;0;1;0;0;2;205;213;48688;63018;17222;65364;18133;2968;25704;47710;50652;44894;18975;53070;0
31;7;0;0;0;1;1;0;1;0;0;0;44;28;45589;5;2;1;12;3;53889;3630780695;1;1;1;0;0;0;1;7;149;185;16048;41302;31888;14297;59359;23865;59480;1398;56440;4975;30565;13529;0
30;0;1;0;0;1;1;0;1;0;1;0;44;122;44898;7;3;2;14;13;11554;853667359;1;1;0;0;0;0;0;3;81;47;434;34660;61062;30387;53851;51527;11217;9660;46176;51295;7588;2488;0
29;1;1;0;0;1;1;0;1;0;0;1;44;149;8257;2;0;2;0;3;3234;2062561575;1;0;0;1;1;1;0;6;252;45;35491;2942;15192;6831;63073;6500;28899;12009;65517;15125;64097;39861;0
28;2;1;0;0;1;1;0;1;0;1;0;44;253;3985;3;2;0;12;14;10195;2285400205;0;1;1;1;1;0;1;0;251;208;64485;3071;42207;52679;52989;8626;45947;1620;59827;23214;1123;29669;0
27;3;1;0;0;1;1;0;1;0;1;0;44;216;786;0;0;3;2;3;38333;1508787798;0;0;1;0;0;0;1;3;104;226;40057;45325;2108;39498;28280;61276;33446;26193;5155;30253;37058;5448;0
26;4;1;0;0;1;1;0;1;0;0;1;44;247;8052;1;0;3;0;14;5056;2330805677;1;0;1;0;1;1;0;5;144;165;45290;51043;54544;50182;7900;60962;8519;25100;41011;53915;2780;17125;0
25;5;1;0;0;1;1;0;1;0;0;1;44;209;35382;2;3;1;7;13;50033;2308662835;1;0;0;0;1;0;1;5;170;248;12410;41506;9279;50761;44903;1041;1501;585;13164;10599;56578;45656;0
24;6;1;0;0;1;1;0;1;0;1;0;44;72;25500;0;1;1;13;2;20316;3015302661;1;0;0;1;1;1;1;3;243;165;58612;55128;5928;57652;52015;16925;52819;34777;56318;34102;61607;20420;0
23;7;1;0;0;1;1;0;1;0;0;1;44;73;376;6;3;3;4;10;65468;1201975425;1;0;1;0;1;0;1;0;230;66;61203;21248;59469;31367;60285;13995;54627;23055;8616;47937;19844;10089;0
22;0;0;1;0;1;1;0;1;0;1;0;45;41;34137;6;0;1;15;7;62867;3177618906;0;1;0;0;0;0;0;0;177;155;3236;58966;27623;17265;55345;39720;25864;42132;18647;25471;34963;64380;0
21;1;0;1;0;1;1;0;1;0;1;1;45;104;48299;6;0;2;10;5;8140;825985372;1;0;1;1;1;1;1;3;141;67;39872;11047;9180;2902;13182;11972;26048;25449;20917;38665;38771;14481;0
20;2;0;1;0;1;1;0;1;0;1;0;45;102;29278;3;2;0;8;14;7005;1862719211;1;0;0;1;0;0;1;3;19;93;3579;9383;26942;21494;40311;54505;48930;55656;38274;42778;53851;17093;0
19;3;0;1;0;1;1;0;1;0;1;0;45;170;34953;0;0;3;9;6;53289;1264080955;0;0;1;1;0;0;0;5;24;186;17306;59724;20699;57219;44333;15187;41023;38560;21014;33057;51371;39323;0
18;4;0;1;0;1;1;0;1;0;0;0;45;26;48957;6;0;0;14;15;64553;531832189;0;0;0;0;1;0;1;5;61;130;38380;20373;62478;64114;30882;5917;10454;29312;3771;40530;15410;61931;0
17;5;0;1;0;1;1;0;1;0;0;0;45;45;9399;0;2;1;15;11;60581;1201153699;1;1;1;0;0;1;0;0;145;122;45392;32976;35975;60051;29467;8018;29622;6497;3339;41551;15507;54350;0
16;6;0;1;0;1;1;0;1;0;1;1;45;89;47012;1;2;1;13;3;60383;1647377763;1;1;0;1;0;1;1;0;71;165;20380;35771;1112;37468;54267;22386;52448;44875;62856;49331;58727;27065;0
15;7;0;1;0;1;1;0;1;0;1;0;45;67;4744;6;3;1;9;15;48163;3399223148;1;0;1;1;1;1;1;7;219;26;15042;23337;52908;9650;39834;11425;61750;42295;49329;43706;38733;63425;0
14;0;1;1;0;1;1;0;1;0;0;0;45;189;6812;0;1;2;13;4;60965;1556254012;1;1;0;1;0;1;0;6;59;1;45335;59886;57202;62607;13792;61308;8590;56259;25673;54345;42831;7687;0
13;1;1;1;0;1;1;0;1;0;0;1;45;132;61780;4;0;2;5;3;4392;2631318371;0;1;0;0;1;0;0;7;215;111;2912;39479;47398;54092;36500;54721;13225;58615;463;59851;30453;48052;0
12;2;1;1;0;1;1;0;1;0;1;0;45;147;5332;2;1;3;8;11;15866;3316980282;0;1;1;1;1;0;0;4;47;232;44252;55548;24760;30968;59454;60765;19456;39913;4390;40446;49968;29028;0
11;3;1;1;0;1;1;0;1;0;0;0;45;43;55308;5;1;2;9;5;59374;1899522687;0;1;1;0;1;1;1;5;88;65;19310;53751;47711;35539;30909;2815;58695;3653;32759;18395;54127;38993;0
10;4;1;1;0;1;1;0;1;0;0;0;45;170;3037;7;0;1;4;6;7835;1423201330;1;1;0;1;0;0;0;0;151;57;37012;30518;37402;3123;2041;56823;23591;63458;40356;45272;17049;25804;0
9;5;1;1;0;1;1;0;1;0;1;0;45;201;20920;4;2;0;4;2;8541;626308300;1;1;1;1;1;0;1;2;79;220;21452;28400;33444;11184;22180;63027;17391;52024;19239;13335;25566;43383;0
8;6;1;1;0;1;1;0;1;0;1;1;45;132;52123;0;0;3;0;10;50803;2052120784;1;1;1;1;1;1;0;4;9;5;32845;32190;43497;62531;46937;60242;35605;29139;2772;38218;21751;57776;0
7;7;1;1;0;1;1;0;1;0;1;0;45;164;4942;4;1;0;12;15;38097;1903219752;0;1;1;1;0;0;1;2;50;144;4646;43752;34102;53136;65356;41186;32322;59185;10550;12296;48075;36705;0
6;0;0;0;1;1;1;0;1;0;0;0;46;25;28835;7;1;0;4;2;56480;753013083;0;1;1;1;1;0;1;5;21;175;25206;15941;42906;62962;16576;42574;7534;28206;46449;19745;50138;60826;0
5;1;0;0;1;1;1;0;1;0;1;1;46;244;42710;5;2;0;14;5;29109;867692116;0;0;1;0;0;1;0;4;9;153;58792;51093;22802;52297;59307;2777;15441;30598;53016;26060;24925;26814;0
4;2;0;0;1;1;1;0;1;0;1;0;46;72;50553;1;3;1;6;2;40254;3033864711;0;1;0;0;1;1;0;4;8;182;18580;56404;48748;56757;60266;59602;58334;54293;720;7817;9450;25664;0
3;3;0;0;1;1;1;0;1;0;1;0;46;36;38603;4;2;1;1;2;62507;641446269;1;1;1;0;0;0;1;3;38;10;1172;55492;12039;50096;9753;62466;46768;13861;3172;2571;60548;48218;0
2;4;0;0;1;1;1;0;1;0;1;0;46;49;35963;4;2;3;12;1;39511;1215330303;0;1;0;0;1;0;0;3;102;0;35412;46328;41524;39143;48361;34363;25740;40530;25163;46976;3374;44608;0
1;5;0;0;1;1;1;0;1;0;0;1;46;95;14836;2;1;0;6;15;33716;1344555948;0;1;1;0;0;1;1;1;194;29;32895;43728;20084;1004;3618;30672;46352;36945;16648;61346;42157;52431;0
0;6;0;0;1;1;1;0;1;0;1;0;46;16;51891;4;2;0;11;12;64586;1630798818;1;0;0;1;0;1;0;4;202;174;64293;32720;53748;7174;32193;18750;2036;1831;52716;8627;61034;51221;0
31;6;0;0;1;1;1;0;1;0;1;1;46;235;31217;6;3;3;6;7;26856;3464393939;1;0;1;1;0;1;1;1;112;53;28022;19948;63448;7678;3493;57035;9345;40704;3290;49456;57323;11228;0
30;7;0;0;1;1;1;0;1;0;0;0;46;127;37580;5;0;1;1;12;470;1306352491;0;1;1;0;0;0;1;4;223;3;109;28337;35720;32722;12821;47250;8827;47258;56624;21482;35297;36456;0
29;0;1;0;1;1;1;0;1;0;1;0;46;153;34600;4;2;3;10;12;8110;2852270132;0;0;1;0;0;0;0;0;206;58;59506;4062;43951;7263;55655;59530;30967;33951;21914;32400;9792;6794;0
28;1;1;0;1;1;1;0;1;0;1;0;46;6;7995;7;2;3;0;8;58784;3881114059;0;0;1;0;1;1;0;4;234;176;20180;15979;33972;54244;65252;61741;51458;49052;6320;43297;16562;30707;0
27;2;1;0;1;1;1;0;1;0;1;0;46;144;13569;4;3;3;8;7;9064;2883364145;1;1;0;0;0;1;1;7;53;105;45753;49232;54156;15272;58470;13124;42237;25344;44125;36149;3855;8523;0
26;3;1;0;1;1;1;0;1;0;0;0;46;214;36399;1;1;1;3;7;63999;2861170058;1;0;1;1;0;1;1;2;93;188;26731;44212;60774;62037;43742;59611;10014;33341;64160;35330;31846;54276;0
25;4;1;0;1;1;1;0;1;0;0;0;46;197;26456;6;3;1;1;11;6137;3150069273;1;0;0;0;1;1;0;5;162;104;22233;35849;7702;32867;23916;3186;47566;3163;19589;6269;25191;24424;0
